caldt,vwretd,vwretx
2010-06-30,-0.05205,-0.053668
2010-07-30,0.071217,0.069477
2010-08-31,-0.043909,-0.046116
2010-09-30,0.092625,0.09078
2010-10-29,0.03902,0.037444
2010-11-30,0.00562,0.003329
2010-12-31,0.067911,0.06585
2011-01-31,0.020235,0.019234
2011-02-28,0.038646,0.036636
2011-03-31,0.002869,0.001316
2011-04-29,0.028151,0.027009
2011-05-31,-0.014681,-0.016772
2011-06-30,-0.018536,-0.020149
2011-07-29,-0.023595,-0.024752
2011-08-31,-0.058632,-0.060863
2011-09-30,-0.084419,-0.086065
2011-10-31,0.115519,0.114057
2011-11-30,-0.006179,-0.008972
2011-12-30,0.004856,0.002905
2012-01-31,0.05397,0.052759
2012-02-29,0.042064,0.039683
2012-03-30,0.025306,0.023451
2012-04-30,-0.006855,-0.008114
2012-05-31,-0.065899,-0.068423
2012-06-29,0.038476,0.036569
2012-07-31,0.010375,0.009082
2012-08-31,0.026644,0.023919
2012-09-28,0.026586,0.024755
2012-10-31,-0.014328,-0.015837
2012-11-30,0.006256,0.002848
2012-12-31,0.012355,0.009039
2013-01-31,0.055856,0.054575
2013-02-28,0.009126,0.00681
2013-03-28,0.036332,0.034616
2013-04-30,0.015282,0.014061
2013-05-31,0.021002,0.01831
2013-06-28,-0.014302,-0.016092
2013-07-31,0.053532,0.052055
2013-08-30,-0.026081,-0.028366
2013-09-30,0.037676,0.035977
2013-10-31,0.04046,0.039117
2013-11-29,0.025943,0.023709
2013-12-31,0.026929,0.025115
2014-01-31,-0.030092,-0.031263
2014-02-28,0.046472,0.044123
2014-03-31,0.004575,0.002935
2014-04-30,0.001407,0.000192
2014-05-30,0.020539,0.018217
2014-06-30,0.028292,0.026545
2014-07-31,-0.020704,-0.022037
2014-08-29,0.041016,0.038912
2014-09-30,-0.024776,-0.026373
2014-10-31,0.021431,0.020125
2014-11-28,0.02175,0.01947
2014-12-31,-0.003325,-0.005183
2015-01-30,-0.028454,-0.029594
2015-02-27,0.057119,0.054672
2015-03-31,-0.010504,-0.012245
2015-04-30,0.008592,0.007389
2015-05-29,0.010735,0.008449
2015-06-30,-0.019165,-0.020867
2015-07-31,0.012777,0.011532
2015-08-31,-0.060433,-0.062615
2015-09-30,-0.034271,-0.036066
2015-10-30,0.075022,0.073552
2015-11-30,0.002673,0.000271
2015-12-31,-0.022286,-0.024236
2016-01-29,-0.058175,-0.059429
2016-02-29,0.000678,-0.001891
2016-03-31,0.071243,0.068968
2016-04-29,0.011615,0.010318
2016-05-31,0.015057,0.012493
2016-06-30,0.002266,0.000454
2016-07-29,0.039319,0.03804
2016-08-31,0.003164,0.000683
2016-09-30,0.002917,0.001288
2016-10-31,-0.021681,-0.022992
2016-11-30,0.04263,0.040023
2016-12-30,0.018966,0.017191
2017-01-31,0.022336,0.021233
2017-02-28,0.033241,0.031002
2017-03-31,0.001911,0.000143
2017-04-28,0.009677,0.008499
2017-05-31,0.009309,0.006795
2017-06-30,0.009825,0.008218
2017-07-31,0.020376,0.018941
2017-08-31,0.001488,-0.000901
2017-09-29,0.024192,0.022769
2017-10-31,0.019546,0.018401
2017-11-30,0.027873,0.025388
2017-12-29,0.012083,0.010574
2018-01-31,0.051348,0.050321
2018-02-28,-0.039484,-0.041479
2018-03-29,-0.019197,-0.020965
2018-04-30,0.004923,0.003752
2018-05-31,0.027215,0.024761
2018-06-29,0.006041,0.004539
2018-07-31,0.032083,0.030913
2018-08-31,0.03153,0.028893
2018-09-28,0.000501,-0.000952
2018-10-31,-0.074757,-0.075885
2018-11-30,0.018613,0.016111
2018-12-31,-0.091659,-0.093536
2019-01-31,0.089342,0.088013
2019-02-28,0.033401,0.0312
2019-03-29,0.013176,0.011491
2019-04-30,0.03875,0.037484
2019-05-31,-0.06252,-0.064897
2019-06-28,0.067923,0.066267
2019-07-31,0.012354,0.011137
2019-08-30,-0.020849,-0.023022
2019-09-30,0.016067,0.014394
2019-10-31,0.019237,0.017995
2019-11-29,0.03613,0.033973
2019-12-31,0.028425,0.026594
2020-01-31,-0.001066,-0.002282
2020-02-28,-0.078865,-0.080954
2020-03-31,-0.142565,-0.144375
2020-04-30,0.132193,0.130848
2020-05-29,0.054521,0.052321
2020-06-30,0.025618,0.024075
2020-07-31,0.055893,0.054701
2020-08-31,0.070445,0.068684
2020-09-30,-0.03555,-0.03684
2020-10-30,-0.020727,-0.021829
2020-11-30,0.126002,0.124195
2020-12-31,0.045194,0.043667
2021-01-29,-0.000683,-0.001747
2021-02-26,0.029661,0.028259
2021-03-31,0.030917,0.029533
2021-04-30,0.049106,0.048159
2021-05-28,0.006574,0.005176
2021-06-30,0.024485,0.023285
2021-07-30,0.01231,0.01138
2021-08-31,0.027787,0.026391
2021-09-30,-0.042671,-0.0438
2021-10-29,0.065942,0.064993
2021-11-30,-0.018305,-0.019763
2021-12-31,0.033096,0.03169
2022-01-31,-0.061046,-0.061857
2022-02-28,-0.022297,-0.023677
2022-03-31,0.031486,0.030026
2022-04-29,-0.090973,-0.09194
2022-05-31,-0.002795,-0.004545
2022-06-30,-0.084927,-0.086466
2022-07-29,0.09253,0.091397
2022-08-31,-0.036383,-0.038192
2022-09-30,-0.092081,-0.093549
2022-10-31,0.078669,0.077464
2022-11-30,0.051431,0.049403
2022-12-30,-0.058719,-0.060326
2023-01-31,0.07277,0.071736
2023-02-28,-0.024151,-0.025861
2023-03-31,0.024496,0.02275
2023-04-28,0.009039,0.007861
2023-05-31,0.002027,0.000129
2023-06-30,0.067583,0.066073
2023-07-31,0.035849,0.034858
2023-08-31,-0.0203,-0.022082
2023-09-29,-0.048003,-0.049226
2023-10-31,-0.029225,-0.030265
2023-11-30,0.093358,0.091189
2023-12-29,0.053768,0.052128
